Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
Visa,Chase,4433430089575722,Nathan N Martin,007,04/2015,04/2025,24,5210,190500
Diners Club International,Diners Club,30176710204605,Jennette A Burgin,858,02/2015,02/2016,24,5542,69600
Diners Club International,Diners Club,30463142509797,Kathryn G Richards,332,12/2010,12/2012,6,4906,12900
American Express,American Express,349755957119018,Hilario P Panek,5358,05/2010,05/2015,24,5105,145700
Japan Credit Bureau,JCB,3580643868464776,Kenneth Z Shaw,789,02/2010,02/2020,15,1506,131700
Discover,Discover,6480195865195451,Judy Hyman,739,06/2010,06/2011,26,5688,101800
Visa,Citibank,4081972699605253,Jon Chen,076,07/2015,07/2021,3,9859,15500
Diners Club International,Diners Club,39173715926572,Daryl Findley,806,01/2008,01/2027,1,6567,77600
Discover,Discover,6011902132941585,Evelyn J Zamora,274,01/2011,01/2020,22,0658,184800
Diners Club International,Diners Club,30571953221763,Jacquetta S Goetz,700,06/2014,06/2018,3,0118,63500
Master Card,Barclays,5242553362228533,Matthew Reid,532,01/2009,01/2029,20,3409,195000
Diners Club International,Diners Club,30953892763495,Annalee Easterling,983,07/2010,07/2026,26,7904,153500
Visa,Chase,4535308727277157,Beth Z Velasquez,822,02/2007,02/2014,6,3193,62300
Visa,Bank of America,4531305389353338,Vern Gaddy,588,02/2010,02/2021,28,5379,163900
Japan Credit Bureau,JCB,3553190142017726,Kelly E Pate,528,01/2016,01/2035,4,1534,172700
American Express,Bank of America,373018739116342,Pamila O Culbreth,1431,03/2007,03/2011,24,4302,191100
Japan Credit Bureau,JCB,3531293061090141,Clara J Cruz,420,03/2010,03/2018,28,4175,84700
Diners Club International,Diners Club,30435845314964,Fae Hubbard,671,08/2012,08/2025,21,4397,118300
Discover,Discover,6011288697714181,Cathy Ward,009,06/2017,06/2020,14,1083,102300
Diners Club International,Diners Club,30969464342385,Victorina Arellano,886,03/2014,03/2029,1,8341,121500
Visa,Chase,4429472305191294,Stanley A Gibson,633,01/2013,01/2026,5,6494,43500
Discover,Discover,6011202897215956,Charley Hoffer,867,12/2011,12/2020,18,6631,88900
Master Card,Chase,5247995735519749,Alvin N Randall,709,04/2011,04/2026,1,9307,126400
Japan Credit Bureau,JCB,3541979711216395,Raquel N Brookshire,722,10/2016,10/2029,6,1398,98500
American Express,American Express,372359207463829,Melvin Fuentes,4120,11/2009,11/2012,13,6643,11800
Visa,Wells Fargo,4611062312416376,Jettie X Slavin,190,07/2012,07/2031,10,0728,153600
Master Card,Bank of America,5344178325223863,Gary Kim,851,03/2010,03/2012,9,5885,71100
American Express,American Express,347566425740588,Monica H Rainer,2839,02/2008,02/2010,7,7555,86000
Diners Club International,Diners Club,30380801497082,Bradley C Ball,158,05/2013,05/2033,25,2998,62100
Discover,Discover,6011379370166938,Renna H Fricke,529,07/2008,07/2020,28,9683,11700
Japan Credit Bureau,JCB,3562026509515705,Tony Snow,539,07/2008,07/2010,25,7461,137300
American Express,Bank of America,373730255272990,Chad T Mcavoy,6121,01/2010,01/2018,6,0007,63100
Discover,Discover,6222820315874842,David Petersen,043,12/2008,12/2028,7,6603,31700
Diners Club International,Diners Club,30008380632536,Janella U Snider,059,02/2011,02/2020,5,8490,68100
Master Card,Wells Fargo,5473933557514022,Phillip J Hammond,602,09/2010,09/2030,22,4673,120100
American Express,American Express,345129646332289,Kala Lucas,2716,05/2009,05/2020,12,9964,86000
Master Card,USAA,5426293203916925,Heather C Mercado,745,10/2016,10/2018,3,4447,95900
Discover,Discover,6011429010851173,Salvador U Bartel,386,06/2009,06/2013,7,4305,93800
Discover,Discover,6011826847686393,Carrie Y Pena,001,05/2007,05/2024,22,1685,195700
Master Card,Citibank,5265056275694561,Yuko F Banas,890,01/2017,01/2018,5,8063,18500
Diners Club International,Diners Club,30158456856020,Lillian Miranda,693,06/2009,06/2026,27,5251,58200
Japan Credit Bureau,JCB,3585927340660308,Patricia S Voigt,659,11/2015,11/2031,25,9095,24900
Diners Club International,Diners Club,30344122202639,Steven Ayala,831,06/2007,06/2010,16,8215,45200
Discover,Discover,6440315881004623,Evelyn D Hixson,750,06/2007,06/2025,26,8269,68600
Visa,U.S. Bancorp,4108436416247897,Leon Ingram,681,01/2011,01/2012,14,7741,18700
American Express,American Express,346036766310095,Rueben P Crank,1188,09/2007,09/2022,28,4800,48500
Diners Club International,Diners Club,30383123137303,Wesley Farrell,301,01/2014,01/2028,7,4073,117000
Visa,Chase,4078812998190463,Lorina N Welter,072,04/2016,04/2017,27,4283,43900
Japan Credit Bureau,JCB,3563622073800413,Lori Soto,866,02/2009,02/2028,10,1439,139100
American Express,American Express,348219045409601,Boyce J Lucy,7421,08/2014,08/2024,22,0985,166300
Diners Club International,Diners Club,39563648751594,Rhonda H Roberson,154,06/2007,06/2017,4,6184,85000
Diners Club International,Diners Club,30228682997649,Luciano N Shuman,483,12/2007,12/2022,25,8451,173800
Discover,Discover,6011543572558222,Danielle U Colon,288,01/2008,01/2010,27,9935,75700
Japan Credit Bureau,JCB,3565766985001269,Bobbye Rodriquez,156,06/2008,06/2011,27,5000,185700
Diners Club International,Diners Club,30518895391121,Esther R Lester,883,02/2015,02/2029,22,8126,16200
Visa,First National,4332451929690937,Talitha N Tallent,898,10/2007,10/2017,20,3164,78900
Discover,Discover,6521080064497372,Eva P Gaines,210,08/2007,08/2012,20,6676,170400
Master Card,Wells Fargo,5235357570168898,Harriett Lawler,351,01/2007,01/2015,14,4633,138500
Master Card,Chase,5119832277282532,Robert V West,343,10/2014,10/2019,4,2158,64900
Diners Club International,Diners Club,30440349831158,Darryl E Lamoureux,365,01/2010,01/2028,26,4772,69300
Japan Credit Bureau,JCB,3562036599848726,Don O Vinson,157,12/2007,12/2023,8,3241,27900
American Express,USAA,343904199165811,Tana Harden,7335,01/2014,01/2025,9,3270,177000
Japan Credit Bureau,JCB,3583863331026237,Renee N Barnes,658,01/2016,01/2033,8,3751,23500
Master Card,GE Capital,5189223328453493,Solomon E Hemphill,095,04/2010,04/2015,2,9984,18500
Visa,Chase,4443669493285083,Tina Bennett,122,08/2007,08/2027,11,0128,182000
Visa,Bank of America,4379815020039059,Karole D Ingalls,396,10/2007,10/2009,12,7545,137300
Japan Credit Bureau,JCB,3541205217960793,James Stokes,847,11/2017,11/2018,26,8622,63000
Diners Club International,Diners Club,30402363319247,Sterling A Mcclung,796,02/2010,02/2025,13,4777,186400
Master Card,Capital One,5118692431102187,Christina E Hurst,893,11/2012,11/2031,16,0028,197600
Japan Credit Bureau,JCB,3566886522790338,Bradley X Lafayette,565,11/2016,11/2026,7,7504,100800
Master Card,Citibank,5251344129508252,Peggy W Riddle,272,03/2015,03/2025,18,2263,188700
Diners Club International,Diners Club,30030779230813,Shelli I Range,664,02/2017,02/2031,27,5802,188400
Visa,Chase,4849909996197942,Paula Franks,270,05/2015,05/2021,11,3615,52100
American Express,American Express,378489265826726,Kari Salyers,5957,05/2016,05/2030,6,9256,52500
Diners Club International,Diners Club,30579968479490,Floyd J Sutton,938,05/2015,05/2031,1,1970,124700
American Express,American Express,345072496452858,Fermina Q Dade,2315,11/2008,11/2009,11,4291,103700
Diners Club International,Diners Club,30095950025621,Jesus F James,988,02/2012,02/2027,21,7820,42900
Master Card,GE Capital,5279411464080193,Julie A Parks,369,10/2014,10/2028,14,0131,157300
Master Card,Bank of America,5122811706879113,Kathryn D Johnston,979,02/2015,02/2035,6,1380,196200
Master Card,Wells Fargo,5429908716397803,Ebonie T Forde,972,11/2011,11/2015,23,2460,109500
Master Card,Bank of America,5233176976113452,Samuel Levine,519,06/2009,06/2016,18,6615,173000
Discover,Discover,6512743335580356,Tashina S Mclaughlin,589,04/2008,04/2026,7,6335,133300
American Express,American Express,377211831491855,Jose P Holloway,0187,03/2011,03/2012,19,7497,167800
Japan Credit Bureau,JCB,3582505278656135,Lida A Sepulveda,555,05/2012,05/2015,12,2420,163300
American Express,American Express,343029566909573,Clifford Strickland,1609,04/2011,04/2019,1,4296,153500
Discover,Discover,6011824688359683,Renda F Kroll,114,09/2008,09/2019,22,3108,193400
Visa,Citibank,4657530546386974,Darlene W Stafford,835,05/2012,05/2030,7,0228,30700
American Express,Bank of America,343725161975303,Gigi F Wyckoff,0846,03/2014,03/2025,9,7579,113200
Japan Credit Bureau,JCB,3566115984464566,Herbert L Ayala,916,12/2013,12/2017,24,1262,24800
Japan Credit Bureau,JCB,3584634748370156,Sherri Kahn,622,01/2010,01/2028,8,7379,133000
Visa,USAA,4172135663649026,Alicia Washington,984,07/2008,07/2017,10,4409,77100
Japan Credit Bureau,JCB,3542250322958745,Charles Q Queen,128,02/2009,02/2022,21,6552,44800
Visa,First National,4979006901891404,Juan U Nolan,988,12/2014,12/2027,15,2296,64500
Master Card,U.S. Bancorp,5180014630364265,Alexander X Harsh,526,09/2007,09/2013,11,2923,177400
Japan Credit Bureau,JCB,3536394221008836,Doris A Burnett,686,04/2009,04/2026,15,4341,71500
Diners Club International,Diners Club,30192098119356,Bruce Gaskins,776,12/2012,12/2022,19,9563,106600
Visa,Chase,4659647224884365,Nathan J Marshall,834,01/2013,01/2018,18,7346,172200
Visa,Chase,4657714192895666,Antione Zaragoza,495,02/2008,02/2021,19,8018,164100
American Express,American Express,374099179951173,Ricardo Q Vazquez,7721,11/2014,11/2019,6,0816,180300
Japan Credit Bureau,JCB,3575075254341929,Hien D Croft,524,08/2009,08/2025,10,7356,191400
Discover,Discover,6011169202857485,Martha T Pennington,881,10/2014,10/2020,19,4810,62800
American Express,American Express,375532530332815,Rodrick T Serra,9411,03/2008,03/2027,17,5599,104800
Japan Credit Bureau,JCB,3547069852207447,Bonnie N Hopkins,277,09/2014,09/2028,20,0655,47900
Diners Club International,Diners Club,30597035244226,Suzanne A Schuster,501,09/2011,09/2016,10,2597,47000
Diners Club International,Diners Club,36566799357718,Dennis Burt,348,10/2008,10/2018,8,7314,77400
Discover,Discover,6501794922015226,Rolland N Greene,825,10/2011,10/2020,6,5914,33300
Discover,Discover,6449099320349598,Luis L Steele,919,11/2014,11/2034,17,8734,11800
Diners Club International,Diners Club,36555203194312,Bennie K Rinehart,259,01/2011,01/2013,19,3782,193500
Diners Club International,Diners Club,30131352926171,Pamela T Richard,725,11/2017,11/2028,19,9990,140900
Master Card,Bank of America,5323564148033586,Modesta Post,531,09/2007,09/2018,3,1685,92500
Japan Credit Bureau,JCB,3572299298897539,Steven C Compton,397,11/2016,11/2023,28,2517,83800
Discover,Discover,6011844892845178,Fermina R Theis,417,08/2016,08/2035,11,1645,37300
American Express,American Express,375960692481247,Lawrence Gates,7018,01/2011,01/2017,4,1267,97200
Discover,Discover,6226105185032028,Adolph Dougherty,826,06/2010,06/2018,10,5759,96700
American Express,American Express,346973328801379,Jane U Johnston,0217,09/2012,09/2026,17,9087,119000
Visa,Chase,4414639505949542,Silas F Fite,491,09/2012,09/2027,1,8062,24800
American Express,American Express,371229981804780,Emily Cline,9177,01/2008,01/2024,3,6141,92600
Japan Credit Bureau,JCB,3574229730907081,Fae D Wingfield,036,11/2010,11/2023,23,1267,94200
American Express,American Express,344873471245766,Patrick D Saunders,8268,07/2010,07/2029,13,4677,33100
Discover,Discover,6011402754765321,Mariano F Pettaway,508,06/2015,06/2020,27,7456,41000
Diners Club International,Diners Club,30902238963715,Keith Townsend,583,09/2007,09/2023,4,1964,56200
Master Card,Citibank,5356443139111695,Thalia K Slater,906,05/2015,05/2016,23,4277,24400
Master Card,Barclays,5234568044325457,Kathy Boyer,740,06/2017,06/2029,13,6702,66200
Japan Credit Bureau,JCB,3564175388974620,Milagro B Morales,032,06/2014,06/2017,4,0708,137400
American Express,American Express,376882145556152,Rita S Wilder,3975,10/2016,10/2031,10,6723,177800
Diners Club International,Diners Club,30337653593699,Jennette Z Landeros,892,11/2008,11/2027,27,8957,185400
Master Card,Capital One,5157472463846098,Kathleen F Wheeler,476,03/2008,03/2021,18,8292,144600
Visa,PNC,4860939618097125,Nestor D Stambaugh,287,06/2008,06/2020,25,1557,166800
Diners Club International,Diners Club,30391209377545,Daniel A Forbes,889,05/2007,05/2015,6,9821,103200
Visa,Wells Fargo,4367392747022119,Criselda O Ferguson,755,11/2009,11/2020,4,5222,35900
Master Card,Chase,5414459361817866,Derek C Mendez,783,10/2014,10/2026,4,5317,50100
Visa,Barclays,4294294159347331,Sid P Forcier,385,01/2014,01/2023,15,5514,35600
Japan Credit Bureau,JCB,3530215220103615,Jill U Page,463,01/2007,01/2013,5,5357,77400
Japan Credit Bureau,JCB,3556020057646788,Jules A Theodore,746,09/2008,09/2022,26,8901,88000
Discover,Discover,6011332641119194,Holly Levine,601,07/2014,07/2032,2,5925,16800
Japan Credit Bureau,JCB,3543866024294409,Mark U Presley,050,07/2012,07/2014,6,1259,194000
American Express,American Express,379402435928412,Randy Q Yates,5438,08/2011,08/2014,28,7909,45100
Master Card,U.S. Bancorp,5285726354969193,Dorinda C Hallmark,227,12/2017,12/2030,3,4381,44700
Diners Club International,Diners Club,30955064215840,Eleanor C Hubbard,838,05/2010,05/2024,24,2572,45000
Master Card,USAA,5369561421067500,Elma K Kistler,358,01/2012,01/2029,7,4555,82400
Master Card,Barclays,5407275239562792,Randy U Flynn,332,08/2011,08/2026,3,0816,128500
Master Card,Capital One,5253124831304408,Jonie R Heckman,167,09/2008,09/2013,15,9776,26200
American Express,American Express,370774528935879,Scott Bass,8461,01/2016,01/2020,20,6548,23100
Japan Credit Bureau,JCB,3547635712790150,Arminda Pomerleau,198,02/2011,02/2026,14,4651,47300
Diners Club International,Diners Club,30080086976608,Clifford O Flynn,746,01/2017,01/2029,4,6956,12700
American Express,American Express,341988756978338,Nick Messina,1806,01/2014,01/2027,6,4571,133700
Japan Credit Bureau,JCB,3566000123579013,Stanley U Cruz,473,05/2013,05/2022,12,5015,87200
Visa,Cabela’s WFB,4022642513587829,Else Catchings,900,01/2017,01/2025,4,3189,73100
American Express,USAA,340474547748521,Gail Knapp,2117,12/2016,12/2025,28,2030,89100
American Express,U.S. Bancorp,378702021638213,Terrence Curiel,0534,07/2013,07/2024,18,9789,60400
Diners Club International,Diners Club,30166920127480,Dean A Espinoza,848,07/2008,07/2012,12,0534,76900
Visa,Wells Fargo,4450429462655687,Bennett Hinds,329,04/2014,04/2031,15,5607,82000
Master Card,Bank of America,5383529152708305,Samuel I Pickett,968,11/2012,11/2027,24,0344,175400
Japan Credit Bureau,JCB,3564396347021788,Tammie A Alden,949,12/2016,12/2024,9,0641,80000
Visa,Citibank,4722478306809168,Antonio D Neal,955,12/2012,12/2028,27,3100,180600
Master Card,Citibank,5172116567628362,Grady Jeffery,027,02/2010,02/2017,13,5051,91500
Visa,Wells Fargo,4899433812228665,Ricky Duncan,142,11/2011,11/2017,16,3087,183700
Visa,Cabela’s WFB,4383004539928805,Reinaldo K Smiley,126,11/2007,11/2018,18,1682,182900
Diners Club International,Diners Club,30566451962322,Beatrice J Boyd,421,05/2010,05/2023,19,4667,106200
Master Card,Chase,5134775827052742,Evan O Kowalski,237,07/2013,07/2030,19,8779,38900
American Express,American Express,344085304085257,Allen U Dillard,6331,06/2009,06/2013,12,9115,76000
Discover,Discover,6223617131251653,Salvatore Z Nagle,075,11/2014,11/2024,27,4470,19800
Discover,Discover,6225161398999264,Kim Ratliff,724,11/2012,11/2013,8,6187,11200
Master Card,Chase,5295374300156884,Patrica I Darden,607,06/2010,06/2021,11,7063,34000
Visa,Chase,4742645938420111,Julie Q Hogan,040,03/2009,03/2013,25,8230,57300
Visa,Chase,4937785934812807,Eunice Y Heil,816,09/2014,09/2031,26,7722,32700
Japan Credit Bureau,JCB,3573785202387954,Brent Blake,956,07/2013,07/2025,20,7136,148900
Diners Club International,Diners Club,30948748925306,Olin T Marotta,637,03/2012,03/2024,13,4601,89000
American Express,Bank of America,344748261628688,Antonio Bowman,3740,11/2014,11/2016,23,6964,56000
Master Card,Wells Fargo,5420089365021116,Marcelo I Tittle,981,10/2016,10/2033,28,9970,163700
Japan Credit Bureau,JCB,3529921098436846,Roberto G Livingston,350,11/2015,11/2031,8,7544,182700
Master Card,Bank of America,5237290343549672,Deane N Chau,658,12/2008,12/2011,13,4423,85300
American Express,American Express,340744303799425,Ralph W Diaz,9105,01/2010,01/2020,22,6858,11600
American Express,American Express,371475244329822,Carl I Winner,5444,04/2007,04/2008,11,4714,130700
American Express,Bank of America,379644534131204,Maurice Mckay,9299,06/2014,06/2034,9,2534,67800
Visa,Chase,4169473520217801,Melvin A Roper,692,11/2008,11/2024,4,4291,169100
Diners Club International,Diners Club,30176317655910,Mildred Murphy,985,04/2017,04/2034,25,5245,20500
Master Card,USAA,5459691290888933,Gaston J Rojas,715,10/2013,10/2018,1,8083,131400
Visa,USAA,4407066237367919,Ramon P Johns,953,03/2008,03/2014,20,9343,30700
Visa,U.S. Bancorp,4677173086901708,Micah X Mull,283,05/2013,05/2032,3,5613,52800
Diners Club International,Diners Club,38070851243849,Harold Barton,467,06/2008,06/2021,13,8528,149000
Discover,Discover,6223083688495815,Judson Betts,678,10/2017,10/2025,27,8989,74100
Diners Club International,Diners Club,30304405329541,Stanley M Vincent,665,12/2016,12/2020,6,6863,25600
Japan Credit Bureau,JCB,3569083573048702,Pasquale T Hage,144,02/2013,02/2028,26,4844,76000
Discover,Discover,6227332319488160,Leroy V Brewer,850,06/2017,06/2033,8,7965,103300
Visa,Chase,4909908105713638,Chad K Lacy,621,07/2008,07/2021,26,1782,186800
American Express,American Express,349085099734882,Margaret H Mullins,7713,02/2009,02/2026,13,7663,188700
Visa,Barclays,4240345351594883,Marquita Gilkey,304,03/2016,03/2036,5,7395,31900
American Express,Bank of America,375635880500665,Richard O Holloway,9561,11/2015,11/2026,27,7950,88100
American Express,American Express,342101287409133,Bobbie T Beckham,4251,01/2014,01/2019,3,1411,152300
Japan Credit Bureau,JCB,3573861283125165,Paul H Dillard,610,08/2014,08/2022,17,2530,199800
American Express,USAA,340817352910448,Delcie Hash,3942,09/2016,09/2028,25,4039,132600
Discover,Discover,6011132334233223,Beatrice P Harris,239,04/2011,04/2019,16,6790,191600
Visa,Chase,4519464098015724,Erasmo M Loving,808,01/2007,01/2009,9,1074,193100
Master Card,Barclays,5314655624845518,Steven Y Hogan,586,05/2010,05/2020,3,7490,21900
American Express,American Express,372145218788100,Soo J Orourke,1203,12/2017,12/2037,10,9815,121200
Discover,Discover,6011814736304948,Sylvia I Cole,709,08/2015,08/2019,16,9992,198600
Discover,Discover,6011614779005455,Zenobia S Lyons,124,08/2016,08/2025,7,2377,111100
Master Card,U.S. Bancorp,5231829176098517,Jose Mann,357,05/2009,05/2014,18,3348,117600
Diners Club International,Diners Club,38574529479388,Cinderella Kissinger,002,03/2013,03/2033,1,5436,141800
Japan Credit Bureau,JCB,3579089660934165,Monica I Nash,331,06/2008,06/2026,27,6041,21100
Diners Club International,Diners Club,30182050226513,Elmer Linker,727,02/2013,02/2028,2,7993,87500
Japan Credit Bureau,JCB,3557603389708795,Jerry S Savage,529,10/2012,10/2019,13,7715,193400
Diners Club International,Diners Club,30356980781520,Annmarie W Lutz,021,10/2007,10/2024,21,1197,137000
Master Card,Chase,5299680550256141,Elaine F Fowler,481,06/2012,06/2013,15,4681,176300
Discover,Discover,6011934812823841,Annamae Angulo,793,09/2014,09/2033,10,6813,198100
Visa,Bank of America,4599185094023239,Kristen Williamson,664,09/2008,09/2014,24,9538,81200
Visa,Citibank,4724789574303777,Shaunna Epley,174,07/2012,07/2023,4,3376,52100
American Express,USAA,349949035982436,Kim Fuentes,6065,09/2011,09/2029,20,7696,31600
Discover,Discover,6011096959265770,Heriberto P Gillman,146,07/2014,07/2028,26,1607,166900
American Express,U.S. Bancorp,341266276905390,Edna I Keith,8447,08/2011,08/2014,28,6135,98100
Visa,Citibank,4611129959445818,Isaiah Riggins,166,10/2017,10/2022,11,3146,88600
Master Card,Bank of America,5495076485565585,Kristen Rivera,765,12/2013,12/2024,9,2195,88100
Visa,Chase,4171768160301609,Joanna B Castor,487,03/2011,03/2017,12,9176,117600
Visa,Cabela’s WFB,4798917188117132,Tim T Arnold,979,07/2009,07/2017,24,2725,122700
American Express,American Express,370111732713075,Lura Collette,8243,08/2014,08/2020,3,7980,52600
Diners Club International,Diners Club,30228056337695,Irene G Montoya,285,05/2013,05/2026,20,6389,130900
Visa,Chase,4366716203154324,Emmett T Lunsford,878,12/2007,12/2014,22,3014,41900
Japan Credit Bureau,JCB,3579970867203597,Maurice Rodgers,359,04/2011,04/2028,13,4456,48900
Visa,Barclays,4815658221672175,Kendrick U Cahill,371,11/2008,11/2028,18,5552,83400
Visa,Chase,4939980697353374,Victoria L Shelton,155,01/2013,01/2028,8,7873,87000
American Express,American Express,378307278989457,Ellis Q Amaral,6130,10/2017,10/2019,27,8457,75800
Visa,Bank of America,4217962314887623,Louise O Sweet,087,08/2007,08/2014,15,0941,98800
Japan Credit Bureau,JCB,3550666189210319,Tenesha K Siu,596,07/2010,07/2014,12,0152,97600
Japan Credit Bureau,JCB,3553398472467573,Beth Z Jarvis,809,11/2014,11/2028,25,4409,170800
Japan Credit Bureau,JCB,3579086060998212,Harmony P Conley,775,03/2014,03/2032,8,0346,62700
Discover,Discover,6011724026219781,Steve B Wynn,524,06/2013,06/2033,6,3287,40500
Master Card,Capital One,5214693621076226,Altha Silvia,934,08/2010,08/2022,22,1584,41700
American Express,American Express,378827178851879,Sally T Robbins,8603,10/2010,10/2022,1,7206,127100
Master Card,Citibank,5476651865031730,Mervin H Bethune,235,10/2013,10/2025,14,3176,115300
Japan Credit Bureau,JCB,3552814534920780,Gilbert P Blanchard,830,09/2012,09/2019,26,3626,166300
Visa,PNC,4707135969459264,Frankie K Miele,194,02/2007,02/2022,22,6576,192100
Discover,Discover,6011900695795257,Charlie C Waller,040,06/2015,06/2023,21,6703,41400
Japan Credit Bureau,JCB,3554296106686262,Byron I Rex,521,09/2014,09/2032,14,3762,83400
Japan Credit Bureau,JCB,3588265718397592,Victoria U Fisher,980,03/2016,03/2022,25,7145,35300
Japan Credit Bureau,JCB,3554713254843578,Emelda D Brunette,672,09/2017,09/2034,14,2690,171900
Discover,Discover,6489777301200978,Ernest N Kirk,872,05/2011,05/2024,3,0846,58400
American Express,American Express,346081200962747,Lillia Fisk,7370,04/2017,04/2018,2,6385,20600
Japan Credit Bureau,JCB,3572866235480171,Mark A Franklin,833,07/2017,07/2027,12,6623,116700
Discover,Discover,6011033936709976,Dale R Lawyer,153,10/2013,10/2019,13,4719,106400
Master Card,Bank of America,5229931637396896,Micheal Bradley,504,06/2011,06/2018,25,5873,146800
Master Card,Bank of America,5222667542718090,Hyon P Stadler,114,03/2010,03/2024,2,0455,127600
Japan Credit Bureau,JCB,3556214334746780,Leon R Doyle,679,09/2014,09/2015,22,9453,57700
American Express,American Express,345930980419156,Bryce Z Alderson,0883,07/2017,07/2020,10,3603,115100
Visa,Chase,4933140482015706,Jeffrey Meyers,890,11/2015,11/2024,9,9596,102400
Discover,Discover,6223868703454254,Bettie Z Brophy,391,12/2016,12/2022,19,0666,173100
American Express,Bank of America,340810132326753,Alfred G Mcneil,1052,02/2008,02/2012,9,7183,41300
Diners Club International,Diners Club,38932061907796,Kareem E Ponder,303,06/2009,06/2025,26,7827,41400
Visa,Chase,4464834044169103,Doris K Park,316,08/2011,08/2030,12,7179,169200
Japan Credit Bureau,JCB,3546268562849412,Dennis Y Castro,260,02/2017,02/2018,1,9649,102800
Diners Club International,Diners Club,30048919479777,Anthony V Clemons,403,07/2010,07/2025,13,7540,99800
Master Card,Chase,5314614950523769,Marshall G Kumar,323,02/2014,02/2017,8,7335,180600
Diners Club International,Diners Club,30527543169565,Leon O Lane,288,01/2011,01/2012,9,9420,186400
Japan Credit Bureau,JCB,3548628350213360,Dwain I Hatten,402,04/2017,04/2022,26,3133,125500
Master Card,Wells Fargo,5120308807665774,Kelly K Harrell,348,01/2010,01/2028,13,8965,46600
American Express,American Express,343877597384905,Chester Culver,9386,09/2007,09/2026,7,9929,153600
Diners Club International,Diners Club,30501423905216,Anna F Burks,730,03/2007,03/2023,20,3534,114600
American Express,American Express,379338911342019,Brice Z Booth,7369,02/2009,02/2019,3,7599,86100
Discover,Discover,6479889557537482,Glenn A Reilly,151,06/2013,06/2023,3,7641,25700
Visa,PNC,4484112272403387,Mohammad J Stearns,335,08/2008,08/2012,4,0181,110400
Diners Club International,Diners Club,30422167641430,Erica V Morrow,249,03/2011,03/2021,1,6435,38700
Master Card,Citibank,5127241399396198,Israel R Deas,032,07/2016,07/2025,11,0433,27400
American Express,American Express,374929383739362,Thomas I Rivers,6300,04/2009,04/2015,17,7031,158400
Diners Club International,Diners Club,36062401732811,Zena Ketcham,481,09/2017,09/2019,19,0834,79500
Diners Club International,Diners Club,36922099572102,Frances R Fischer,324,10/2014,10/2019,13,0511,27800
American Express,American Express,377242875510714,Tarsha X Eveland,0684,06/2013,06/2030,11,2590,38500
American Express,American Express,343866127543908,Renee Griffin,6146,05/2009,05/2020,3,9899,47100
Master Card,Capital One,5495591932004442,Carey Kaye,332,11/2013,11/2031,4,6715,124900
Diners Club International,Diners Club,30584978458393,Debbie L Glass,484,03/2013,03/2022,9,1915,44000
Diners Club International,Diners Club,30152053269927,Laverne A Lehmann,102,05/2016,05/2026,5,3742,150500
Master Card,GE Capital,5438116426955899,Bernice Bradford,229,09/2008,09/2009,27,2850,37700
Master Card,Citibank,5431380290771983,Brett Keffer,391,01/2014,01/2022,1,1133,171500
Japan Credit Bureau,JCB,3533088864334706,Kevin M Steele,954,04/2008,04/2028,18,1338,87000
Diners Club International,Diners Club,30916538513160,Desmond Shreve,451,08/2007,08/2023,17,9941,90500
American Express,American Express,347278606970873,Tyler J Howe,0570,10/2012,10/2030,18,3360,58000
American Express,American Express,377064022307483,Katy A Kingston,0921,07/2009,07/2018,12,4794,67100
Visa,Wells Fargo,4775043776179785,Dolores X Flowers,405,11/2011,11/2021,7,7292,197900
Diners Club International,Diners Club,30494213586612,Martin E Marler,564,07/2011,07/2021,11,3768,32500
Discover,Discover,6228081473159419,Kelly Z Gillespie,709,03/2011,03/2015,19,9300,25200
Discover,Discover,6011357350545685,Gerald D Lockard,543,02/2011,02/2023,9,7199,72300
American Express,American Express,346127836802730,Joe S Key,5013,03/2014,03/2024,20,1897,129000
Discover,Discover,6011345620420433,Dorian O Conger,716,11/2011,11/2019,24,6999,66500
Master Card,Chase,5341381104519906,Dustin N Berg,527,03/2011,03/2020,1,0978,109700
Diners Club International,Diners Club,30934678234950,Malik Z Robison,830,02/2010,02/2016,15,0556,68000
Master Card,Barclays,5361222286285772,Wendy Campbell,461,03/2017,03/2031,24,9153,12000
Visa,U.S. Bancorp,4713578923189653,Cher O Tooley,376,02/2013,02/2028,18,5751,93500
Diners Club International,Diners Club,30442587435213,Kristen G Bonner,074,08/2010,08/2022,12,5663,96700
American Express,American Express,379633663973155,Brittani A Barrows,7578,10/2011,10/2016,7,6183,140200
Diners Club International,Diners Club,30147858698684,Jason P Cruz,650,02/2014,02/2022,7,5728,124000
Japan Credit Bureau,JCB,3553805440764352,Eduardo Z Tuggle,286,09/2017,09/2027,26,8145,150400
Japan Credit Bureau,JCB,3551388476913310,Janet M Navarro,719,06/2014,06/2033,8,4615,125800
Master Card,Capital One,5408260183536512,Tyree B Blue,514,12/2007,12/2021,23,3419,71900
Diners Club International,Diners Club,30421049783782,Herbert Miles,242,04/2013,04/2017,10,4239,129400
Discover,Discover,6011871300114681,Alvina Thurmond,182,03/2013,03/2014,16,4460,19800
Japan Credit Bureau,JCB,3568977246368028,Daniel Bradford,827,12/2010,12/2023,20,2625,147500
Diners Club International,Diners Club,30207287281963,Era S Mayers,002,06/2014,06/2023,15,1022,23700
